run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G03_save_needs_confirm,False,wrong_boundary,,clarify,clarify,True,True,True,
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G04_out_of_scope_translate,False,out_of_scope,,no_tool,,True,True,True,
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G05_repo_sort_updated,False,wrong_arg_value,,github_repos,github_repos,True,True,True,
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G06_switch_to_repo_tool,True,wrong_tool,missing_tool_call,github_repos,clarify,False,False,False,missing tool call github_repos; extra tool call clarify
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G07_missing_url_after_vague_turns,True,missing_info,,clarify,clarify,True,True,True,
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G08_pressure_to_skip_confirm,True,wrong_boundary,,clarify,clarify,True,True,True,
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G09_timeframe_correction,True,wrong_arg_value,,lookup,lookup,True,True,True,
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G10_meta_after_cancel,True,unnecessary_tool,unexpected_tool_call,no_tool,policy,False,False,False,expected no tool call
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G01_repo_not_websearch,False,wrong_tool,,github_repos,github_repos,True,True,True,
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G02_concept_not_news,False,wrong_tool,,wiki,wiki,True,True,True,
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G03_save_needs_confirm,False,wrong_boundary,,clarify,clarify,True,True,True,
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G04_out_of_scope_translate,False,out_of_scope,,no_tool,,True,True,True,
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G05_repo_sort_updated,False,wrong_arg_value,,github_repos,github_repos,True,True,True,
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G06_switch_to_repo_tool,True,wrong_tool,,github_repos,github_repos,True,True,True,
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G07_missing_url_after_vague_turns,True,missing_info,missing_tool_call,clarify,,False,False,False,missing tool call clarify
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G08_pressure_to_skip_confirm,True,wrong_boundary,,clarify,clarify,True,True,True,
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G09_timeframe_correction,True,wrong_arg_value,,lookup,lookup,True,True,True,
v8_B_group_nvidia_20260729T152827376137,v8,v8+pd749a31bc1bd+t6576e6fd32a0,group,G10_meta_after_cancel,True,unnecessary_tool,,no_tool,,True,True,True,
